"station.id","station.name","latitude","longitude","year"
497,"E 17 St & Broadway",40.73704984,-73.99009296,2013
498,"Broadway & W 32 St",40.74854862,-73.98808416,2013
499,"Broadway & W 60 St",40.76915505,-73.98191841,2013
500,"Broadway & W 51 St",40.76228826,-73.98336183,2013
501,"FDR Drive & E 35 St",40.744219,-73.97121214,2013
502,"Henry St & Grand St",40.714215,-73.981346,2013
503,"E 20 St & Park Ave",40.73827428,-73.98751968,2013
504,"1 Ave & E 15 St",40.73221853,-73.98165557,2013
505,"6 Ave & W 33 St",40.74901271,-73.98848395,2013
507,"E 25 St & 2 Ave",40.73912601,-73.97973776,2013
508,"W 46 St & 11 Ave",40.76341379,-73.99667444,2013
509,"9 Ave & W 22 St",40.7454973,-74.00197139,2013
510,"W 51 St & 6 Ave",40.7606597,-73.98042047,2013
511,"E 14 St & Avenue B",40.72938685,-73.97772429,2013
512,"W 29 St & 9 Ave",40.7500727,-73.99839279,2013
513,"W 56 St & 10 Ave",40.768254,-73.988639,2013
514,"12 Ave & W 40 St",40.76087502,-74.00277668,2013
515,"W 43 St & 10 Ave",40.76009437,-73.99461843,2013
516,"E 47 St & 1 Ave",40.75206862,-73.96784384,2013
517,"Pershing Square South",40.751581,-73.97791,2013
518,"E 39 St & 2 Ave",40.74780373,-73.9734419,2013
519,"Pershing Square North",40.751873,-73.977706,2013
520,"W 52 St & 5 Ave",40.75992262,-73.97648516,2013
521,"8 Ave & W 31 St",40.750967348716,-73.994442075491,2013
522,"E 51 St & Lexington Ave",40.75714758,-73.97207836,2013
523,"W 38 St & 8 Ave",40.75466591,-73.99138152,2013
524,"W 43 St & 6 Ave",40.75527307,-73.98316936,2013
525,"W 34 St & 11 Ave",40.75594159,-74.0021163,2013
526,"E 33 St & 5 Ave",40.74765947,-73.98490707,2013
527,"E 33 St & 2 Ave",40.744023,-73.976056,2013
528,"2 Ave & E 31 St",40.74290902,-73.97706058,2013
529,"W 42 St & 8 Ave",40.7575699,-73.99098507,2013
530,"11 Ave & W 59 St",40.771522,-73.990541,2013
531,"Forsyth St & Broome St",40.71893904,-73.99266288,2013
532,"S 5 Pl & S 4 St",40.710451,-73.960876,2013
533,"Broadway & W 39 St",40.75299641,-73.98721619,2013
534,"Water - Whitehall Plaza",40.70255065,-74.0127234,2013
536,"1 Ave & E 30 St",40.74144387,-73.97536082,2013
537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,2013
539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,2013
540,"Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,2013
545,"E 23 St & 1 Ave",40.736502,-73.97809472,2013
546,"E 30 St & Park Ave S",40.74444921,-73.98303529,2013
2000,"Front St & Washington St",40.70255088,-73.98940236,2013
2001,"Sands St & Navy St",40.699773,-73.979927,2013
2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,2013
2003,"1 Ave & E 18 St",40.7338121919663,-73.9805442094803,2013
2004,"6 Ave & Broome St",40.724399,-74.004704,2013
2005,"Railroad Ave & Kay Ave",40.70531194,-73.97100056,2013
2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,2013
2008,"Little West St & 1 Pl",40.70569254,-74.01677685,2013
2009,"Catherine St & Monroe St",40.71117444,-73.99682619,2013
2010,"Grand St & Greene St",40.72165481,-74.00234737,2013
2012,"E 27 St & 1 Ave",40.739445,-73.976806,2013
2017,"E 43 St & 2 Ave",40.75022392,-73.97121414,2013
2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,2013
2022,"E 60 St & York Ave",40.759107,-73.959223,2013
2023,"E 55 St & Lexington Ave",40.75968085,-73.97031366,2013
3002,"South End Ave & Liberty St",40.711512,-74.015756,2013
3016,"Kent Ave & N 7 St",40.72073,-73.96126,2015
3041,"Kingston Ave & Herkimer St",40.67890679,-73.94142771,2015
3042,"Fulton St & Utica Ave",40.6794268,-73.9298911,2015
3043,"Lewis Ave & Decatur St",40.6814598,-73.934903,2015
3044,"Albany Ave & Fulton St",40.6800105,-73.938475,2015
3046,"Marcus Garvey Blvd & Macon St",40.682601,-73.938037,2015
3047,"Halsey St & Tompkins Ave",40.6823687,-73.944118,2015
3048,"Putnam Ave & Nostrand Ave",40.68402,-73.94977,2015
3049,"Cambridge Pl & Gates Ave",40.68488,-73.96304,2015
3050,"Putnam Ave & Throop Ave",40.6851532,-73.94111,2015
3052,"Lewis Ave & Madison St",40.686312,-73.935775,2015
3053,"Marcy Ave & Lafayette Ave",40.6900815,-73.947915,2015
3054,"Greene Ave & Throop Ave",40.6894932,-73.942061,2015
3055,"Greene Ave & Nostrand Ave",40.6883337,-73.950916,2015
3056,"Kosciuszko St & Nostrand Ave",40.69072549,-73.95133465,2015
3057,"Kosciuszko St & Tompkins Ave",40.69128258,-73.9452416,2015
3058,"Lewis Ave & Kosciuszko St",40.69237074,-73.93705428,2015
3059,"Pulaski St & Marcus Garvey Blvd",40.6933982,-73.939877,2015
3060,"Willoughby Ave & Tompkins Ave",40.69425403,-73.94626915,2015
3061,"Throop Ave & Myrtle Ave",40.69622937,-73.94371094,2015
3062,"Myrtle Ave & Marcy Ave",40.69539817,-73.94954908,2015
3063,"Nostrand Ave & Myrtle Ave",40.69527008,-73.95238108,2015
3064,"Myrtle Ave & Lewis Ave",40.69681963,-73.93756926,2015
3065,"Union Ave & Wallabout St",40.70029511,-73.95032283,2015
3066,"Tompkins Ave & Hopkins St",40.69957608,-73.94708417,2015
3067,"Broadway & Whipple St",40.7016657,-73.9437303,2015
3068,"Humboldt St & Varet St",40.7031724,-73.940636,2015
3069,"Lorimer St & Broadway",40.70411791,-73.94818595,2015
3070,"McKibbin St & Manhattan Ave",40.70510918,-73.94407279,2015
3071,"Boerum St & Broadway",40.70538077,-73.94976519,2015
3072,"Leonard St & Boerum St",40.70583339,-73.94644578,2015
