index,station.id,station.name,latitude,longitude,boroname
251,432,E 7 St & Avenue A,40.72621788,-73.98379855,Manhattan
252,432,E 7 St & Avenue A,40.72621788,-73.98379855,Manhattan
253,432,E 7 St & Avenue A,40.72621788,-73.98379855,Manhattan
254,432,E 7 St & Avenue A,40.72621788,-73.98379855,Manhattan
255,432,E 7 St & Avenue A,40.72621788,-73.98379855,Manhattan
256,432,E 7 St & Avenue A,40.72622,-73.9838,Manhattan
257,439,E 4 St & 2 Ave,40.7262807,-73.98978041,Manhattan
258,439,E 4 St & 2 Ave,40.7262807,-73.98978041,Manhattan
259,375,Mercer St & Bleecker St,40.72679454,-73.99695094,Manhattan
260,375,Mercer St & Bleecker St,40.72679454,-73.99695094,Manhattan
261,375,Mercer St & Bleecker St,40.72679454,-73.99695094,Manhattan
262,128,MacDougal St & Prince St,40.72710258,-74.00297088,Manhattan
263,128,MacDougal St & Prince St,40.72710258,-74.00297088,Manhattan
264,445,E 10 St & Avenue A,40.72740794,-73.98142006,Manhattan
265,229,Great Jones St,40.72743423,-73.99379025,Manhattan
266,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,Manhattan
267,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,Manhattan
268,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,Manhattan
269,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,Manhattan
270,347,W Houston St & Hudson St,40.72873888,-74.00748842,Manhattan
271,335,Washington Pl & Broadway,40.72903917,-73.99404649,Manhattan
272,335,Washington Pl & Broadway,40.72903917,-73.99404649,Manhattan
273,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Manhattan
274,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Manhattan
275,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Manhattan
276,511,E 14 St & Avenue B,40.72938685,-73.97772429,Manhattan
277,511,E 14 St & Avenue B,40.72938685,-73.97772429,Manhattan
278,511,E 14 St & Avenue B,40.72938685,-73.97772429,Manhattan
279,326,E 11 St & 1 Ave,40.72953837,-73.98426726,Manhattan
280,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,Manhattan
281,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,Manhattan
282,293,Lafayette St & E 8 St,40.73028666,-73.9907647,Manhattan
283,293,Lafayette St & E 8 St,40.73028666,-73.9907647,Manhattan
284,293,Lafayette St & E 8 St,40.73028666,-73.9907647,Manhattan
285,368,Carmine St & 6 Ave,40.73038599,-74.00214988,Manhattan
286,368,Carmine St & 6 Ave,40.73038599,-74.00214988,Manhattan
287,368,Carmine St & 6 Ave,40.73038599,-74.00214988,Manhattan
288,368,Carmine St & 6 Ave,40.73038599,-74.00214988,Manhattan
289,237,E 11 St & 2 Ave,40.73047309,-73.98672378,Manhattan
290,237,E 11 St & 2 Ave,40.73047309,-73.98672378,Manhattan
291,237,E 11 St & 2 Ave,40.73047309,-73.98672378,Manhattan
292,237,E 11 St & 2 Ave,40.73047309,-73.98672378,Manhattan
293,237,E 11 St & 2 Ave,40.73047309,-73.98672378,Manhattan
294,237,E 11 St & 2 Ave,40.73047309,-73.98672378,Manhattan
295,294,Washington Square E,40.73049393,-73.9957214,Manhattan
296,127,Barrow St & Hudson St,40.73172428,-74.00674436,Manhattan
297,127,Barrow St & Hudson St,40.73172428,-74.00674436,Manhattan
298,127,Barrow St & Hudson St,40.73172428,-74.00674436,Manhattan
299,127,Barrow St & Hudson St,40.73172428,-74.00674436,Manhattan
300,504,1 Ave & E 15 St,40.73221853,-73.98165557,Manhattan
301,504,1 Ave & E 15 St,40.73221853,-73.98165557,Manhattan
302,504,1 Ave & E 15 St,40.73221853,-73.98165557,Manhattan
303,504,1 Ave & E 15 St,40.73222,-73.98166,Manhattan
304,483,E 12 St & 3 Ave,40.73223272,-73.98889957,Manhattan
305,483,E 12 St & 3 Ave,40.73223272,-73.98889957,Manhattan
306,483,E 12 St & 3 Ave,40.73223272,-73.98889957,Manhattan
307,483,E 12 St & 3 Ave,40.73223272,-73.98889957,Manhattan
308,3115,India St & Manhattan Ave,40.73232194,-73.9550858,Manhattan
309,357,E 11 St & Broadway,40.73261787,-73.99158043,Manhattan
310,357,E 11 St & Broadway,40.73261787,-73.99158043,Manhattan
311,357,E 11 St & Broadway,40.73261787,-73.99158043,Manhattan
312,358,Christopher St & Greenwich St,40.73291553,-74.00711384,Manhattan
313,487,E 20 St & FDR Drive,40.73314259,-73.97573881,Manhattan
314,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,Manhattan
315,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,Manhattan
316,285,Broadway & E 14 St,40.73454567,-73.99074142,Manhattan
317,382,University Pl & E 14 St,40.73492695,-73.99200509,Manhattan
318,382,University Pl & E 14 St,40.73492695,-73.99200509,Manhattan
319,382,University Pl & E 14 St,40.73492695,-73.99200509,Manhattan
320,383,Greenwich Ave & Charles St,40.735238,-74.000271,Manhattan
321,247,Perry St & Bleecker St,40.73535398,-74.00483091,Manhattan
322,325,E 19 St & 3 Ave,40.73624527,-73.98473765,Manhattan
323,345,W 13 St & 6 Ave,40.73649403,-73.99704374,Manhattan
324,345,W 13 St & 6 Ave,40.73649403,-73.99704374,Manhattan
325,345,W 13 St & 6 Ave,40.73649403,-73.99704374,Manhattan
326,497,E 17 St & Broadway,40.73704984,-73.99009296,Manhattan
327,497,E 17 St & Broadway,40.73704984,-73.99009296,Manhattan
328,497,E 17 St & Broadway,40.73704984,-73.99009296,Manhattan
329,497,E 17 St & Broadway,40.73704984,-73.99009296,Manhattan
330,496,E 16 St & 5 Ave,40.73726186,-73.99238967,Manhattan
331,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,Manhattan
332,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,Manhattan
333,507,E 25 St & 2 Ave,40.73912601,-73.97973776,Manhattan
334,507,E 25 St & 2 Ave,40.73912601,-73.97973776,Manhattan
335,507,E 25 St & 2 Ave,40.73912601,-73.97973776,Manhattan
336,405,Washington St & Gansevoort St,40.739323,-74.008119,Manhattan
337,405,Washington St & Gansevoort St,40.739323,-74.008119,Manhattan
338,405,Washington St & Gansevoort St,40.739323,-74.008119,Manhattan
339,482,W 15 St & 7 Ave,40.73935542,-73.99931783,Manhattan
340,482,W 15 St & 7 Ave,40.73935542,-73.99931783,Manhattan
341,2012,E 27 St & 1 Ave,40.739445,-73.976806,Manhattan
342,168,W 18 St & 6 Ave,40.73971301,-73.99456405,Manhattan
343,168,W 18 St & 6 Ave,40.73971301,-73.99456405,Manhattan
344,402,Broadway & E 22 St,40.7403432,-73.98955109,Manhattan
345,404,9 Ave & W 14 St,40.7405826,-74.00550867,Manhattan
346,404,9 Ave & W 14 St,40.7405826,-74.00550867,Manhattan
347,404,9 Ave & W 14 St,40.7405826,-74.00550867,Manhattan
348,491,E 24 St & Park Ave S,40.74096374,-73.98602213,Manhattan
349,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,Manhattan
350,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,Manhattan
351,3120,Center Blvd & Borden Ave,40.74161,-73.96044,Manhattan
352,435,W 21 St & 6 Ave,40.74173969,-73.99415556,Manhattan
353,116,W 17 St & 8 Ave,40.74177603,-74.00149746,Manhattan
354,225,W 14 St & The High Line,40.74195138,-74.00803013,Manhattan
355,225,W 14 St & The High Line,40.74195138,-74.00803013,Manhattan
356,225,W 14 St & The High Line,40.74195138,-74.00803013,Manhattan
357,463,9 Ave & W 16 St,40.74207,-74.00443,Manhattan
358,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,Manhattan
359,444,Broadway & W 24 St,40.74235,-73.98915,Manhattan
360,444,Broadway & W 24 St,40.7423543,-73.98915076,Manhattan
361,444,Broadway & W 24 St,40.7423543,-73.98915076,Manhattan
362,334,W 20 St & 7 Ave,40.74238787,-73.99726235,Manhattan
363,334,W 20 St & 7 Ave,40.74238787,-73.99726235,Manhattan
364,334,W 20 St & 7 Ave,40.74238787,-73.99726235,Manhattan
365,334,W 20 St & 7 Ave,40.74238787,-73.99726235,Manhattan
366,528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan
367,528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan
368,528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan
369,528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan
370,528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan
371,434,9 Ave & W 18 St,40.74317449,-74.00366443,Manhattan
372,470,W 20 St & 8 Ave,40.74345335,-74.00004031,Manhattan
373,470,W 20 St & 8 Ave,40.74345335,-74.00004031,Manhattan
374,476,E 31 St & 3 Ave,40.74394314,-73.97966069,Manhattan
375,476,E 31 St & 3 Ave,40.74394314,-73.97966069,Manhattan
376,466,W 25 St & 6 Ave,40.74395411,-73.99144871,Manhattan
377,466,W 25 St & 6 Ave,40.74395411,-73.99144871,Manhattan
378,501,FDR Drive & E 35 St,40.744219,-73.97121214,Manhattan
379,546,E 30 St & Park Ave S,40.74444921,-73.98303529,Manhattan
380,546,E 30 St & Park Ave S,40.74444921,-73.98303529,Manhattan
381,3123,31 St & Thomson Ave,40.74469738,-73.93540375,Manhattan
382,453,W 22 St & 8 Ave,40.74475148,-73.99915362,Manhattan
383,446,W 24 St & 7 Ave,40.74487634,-73.99529885,Manhattan
384,474,5 Ave & E 29 St,40.7451677,-73.98683077,Manhattan
385,509,9 Ave & W 22 St,40.7454973,-74.00197139,Manhattan
386,509,9 Ave & W 22 St,40.7454973,-74.00197139,Manhattan
387,472,E 32 St & Park Ave,40.7457121,-73.98194829,Manhattan
388,472,E 32 St & Park Ave,40.7457121,-73.98194829,Manhattan
389,486,Broadway & W 29 St,40.7462009,-73.98855723,Manhattan
390,462,W 22 St & 10 Ave,40.74691959,-74.00451887,Manhattan
391,462,W 22 St & 10 Ave,40.74691959,-74.00451887,Manhattan
392,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,Manhattan
393,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,Manhattan
394,3124,46 Ave & 5 St,40.74731,-73.95451,Manhattan
395,3124,46 Ave & 5 St,40.74731,-73.95451,Manhattan
