index,tripduration,starttime,stoptime,start.station.id,start.station.name,start.station.latitude,start.station.longitude,end.station.id,end.station.name,end.station.latitude,end.station.longitude,bikeid,usertype,birth.year,gender,date,count
59,755,3/31/2016 17:52,3/31/2016 18:05,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3230,Penn Station Valet,40.7512836,-73.99692446,17136,Subscriber,1969,2,3/31/2016,1
60,303,3/31/2016 17:54,3/31/2016 17:59,72,W 52 St & 11 Ave,40.76727216,-73.99392888,447,8 Ave & W 52 St,40.76370739,-73.9851615,18028,Subscriber,1981,2,3/31/2016,1
61,744,3/31/2016 18:06,3/31/2016 18:19,72,W 52 St & 11 Ave,40.76727216,-73.99392888,484,W 44 St & 5 Ave,40.75500254,-73.98014437,18211,Subscriber,1956,1,3/31/2016,1
62,690,3/31/2016 18:06,3/31/2016 18:18,72,W 52 St & 11 Ave,40.76727216,-73.99392888,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19467,Subscriber,1956,1,3/31/2016,1
63,1433,3/31/2016 18:06,3/31/2016 18:30,72,W 52 St & 11 Ave,40.76727216,-73.99392888,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,16285,Subscriber,1964,1,3/31/2016,1
64,1348,3/31/2016 18:24,3/31/2016 18:46,72,W 52 St & 11 Ave,40.76727216,-73.99392888,504,1 Ave & E 15 St,40.73221853,-73.98165557,20647,Subscriber,1971,1,3/31/2016,1
65,223,3/31/2016 18:29,3/31/2016 18:33,72,W 52 St & 11 Ave,40.76727216,-73.99392888,530,11 Ave & W 59 St,40.771522,-73.990541,21306,Subscriber,1961,1,3/31/2016,1
66,328,3/31/2016 18:30,3/31/2016 18:35,72,W 52 St & 11 Ave,40.76727216,-73.99392888,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,24731,Subscriber,1996,2,3/31/2016,1
67,1711,3/31/2016 18:44,3/31/2016 19:13,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3145,E 84 St & Park Ave,40.77862688,-73.95772073,20613,Subscriber,1980,1,3/31/2016,1
68,1245,3/31/2016 18:51,3/31/2016 19:11,72,W 52 St & 11 Ave,40.76727216,-73.99392888,426,West St & Chambers St,40.71754834,-74.01322069,16560,Subscriber,1977,1,3/31/2016,1
69,942,3/31/2016 19:05,3/31/2016 19:20,72,W 52 St & 11 Ave,40.76727216,-73.99392888,359,E 47 St & Park Ave,40.75510267,-73.97498696,17634,Subscriber,1989,1,3/31/2016,1
70,615,3/31/2016 19:10,3/31/2016 19:20,72,W 52 St & 11 Ave,40.76727216,-73.99392888,523,W 38 St & 8 Ave,40.75466591,-73.99138152,20318,Subscriber,1982,1,3/31/2016,1
71,255,3/31/2016 19:44,3/31/2016 19:49,72,W 52 St & 11 Ave,40.76727216,-73.99392888,479,9 Ave & W 45 St,40.76019252,-73.9912551,21307,Subscriber,1989,1,3/31/2016,1
72,309,3/31/2016 20:05,3/31/2016 20:10,72,W 52 St & 11 Ave,40.76727216,-73.99392888,447,8 Ave & W 52 St,40.76370739,-73.9851615,19234,Subscriber,1983,1,3/31/2016,1
73,807,3/31/2016 20:32,3/31/2016 20:45,72,W 52 St & 11 Ave,40.76727216,-73.99392888,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,19388,Subscriber,1986,1,3/31/2016,1
