,index,station.id,station.name,latitude,longitude,boroname,boro
320,321,247,Perry St & Bleecker St,40.73535398,-74.00483091,Manhattan,Manhattan
321,322,325,E 19 St & 3 Ave,40.73624527,-73.98473765,Manhattan,Manhattan
322,323,345,W 13 St & 6 Ave,40.73649403,-73.99704374,Manhattan,Manhattan
323,324,345,W 13 St & 6 Ave,40.73649403,-73.99704374,Manhattan,Manhattan
324,325,345,W 13 St & 6 Ave,40.73649403,-73.99704374,Manhattan,Manhattan
325,326,497,E 17 St & Broadway,40.73704984,-73.99009296,Manhattan,Manhattan
326,327,497,E 17 St & Broadway,40.73704984,-73.99009296,Manhattan,Manhattan
327,328,497,E 17 St & Broadway,40.73704984,-73.99009296,Manhattan,Manhattan
328,329,497,E 17 St & Broadway,40.73704984,-73.99009296,Manhattan,Manhattan
329,330,496,E 16 St & 5 Ave,40.73726186,-73.99238967,Manhattan,Manhattan
330,331,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,Manhattan,Manhattan
331,332,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,Manhattan,Manhattan
332,333,507,E 25 St & 2 Ave,40.73912601,-73.97973776,Manhattan,Manhattan
333,334,507,E 25 St & 2 Ave,40.73912601,-73.97973776,Manhattan,Manhattan
334,335,507,E 25 St & 2 Ave,40.73912601,-73.97973776,Manhattan,Manhattan
335,336,405,Washington St & Gansevoort St,40.739323,-74.008119,Manhattan,Manhattan
336,337,405,Washington St & Gansevoort St,40.739323,-74.008119,Manhattan,Manhattan
337,338,405,Washington St & Gansevoort St,40.739323,-74.008119,Manhattan,Manhattan
338,339,482,W 15 St & 7 Ave,40.73935542,-73.99931783,Manhattan,Manhattan
339,340,482,W 15 St & 7 Ave,40.73935542,-73.99931783,Manhattan,Manhattan
340,341,2012,E 27 St & 1 Ave,40.739445,-73.976806,Manhattan,Manhattan
341,342,168,W 18 St & 6 Ave,40.73971301,-73.99456405,Manhattan,Manhattan
342,343,168,W 18 St & 6 Ave,40.73971301,-73.99456405,Manhattan,Manhattan
343,344,402,Broadway & E 22 St,40.7403432,-73.98955109,Manhattan,Manhattan
344,345,404,9 Ave & W 14 St,40.7405826,-74.00550867,Manhattan,Manhattan
345,346,404,9 Ave & W 14 St,40.7405826,-74.00550867,Manhattan,Manhattan
346,347,404,9 Ave & W 14 St,40.7405826,-74.00550867,Manhattan,Manhattan
347,348,491,E 24 St & Park Ave S,40.74096374,-73.98602213,Manhattan,Manhattan
348,349,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,Manhattan,Manhattan
349,350,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,Manhattan,Manhattan
350,351,3120,Center Blvd & Borden Ave,40.74161,-73.96044,Manhattan,Queens County
351,352,435,W 21 St & 6 Ave,40.74173969,-73.99415556,Manhattan,Manhattan
352,353,116,W 17 St & 8 Ave,40.74177603,-74.00149746,Manhattan,Manhattan
353,354,225,W 14 St & The High Line,40.74195138,-74.00803013,Manhattan,Manhattan
354,355,225,W 14 St & The High Line,40.74195138,-74.00803013,Manhattan,Manhattan
355,356,225,W 14 St & The High Line,40.74195138,-74.00803013,Manhattan,Manhattan
356,357,463,9 Ave & W 16 St,40.74207,-74.00443,Manhattan,Manhattan
357,358,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,Manhattan,Queens
358,359,444,Broadway & W 24 St,40.74235,-73.98915,Manhattan,Manhattan
359,360,444,Broadway & W 24 St,40.7423543,-73.98915076,Manhattan,Manhattan
360,361,444,Broadway & W 24 St,40.7423543,-73.98915076,Manhattan,Manhattan
361,362,334,W 20 St & 7 Ave,40.74238787,-73.99726235,Manhattan,Manhattan
362,363,334,W 20 St & 7 Ave,40.74238787,-73.99726235,Manhattan,Manhattan
363,364,334,W 20 St & 7 Ave,40.74238787,-73.99726235,Manhattan,Manhattan
364,365,334,W 20 St & 7 Ave,40.74238787,-73.99726235,Manhattan,Manhattan
365,366,528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan,Manhattan
366,367,528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan,Manhattan
367,368,528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan,Manhattan
368,369,528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan,Manhattan
369,370,528,2 Ave & E 31 St,40.74290902,-73.97706058,Manhattan,Manhattan
370,371,434,9 Ave & W 18 St,40.74317449,-74.00366443,Manhattan,Manhattan
371,372,470,W 20 St & 8 Ave,40.74345335,-74.00004031,Manhattan,Manhattan
372,373,470,W 20 St & 8 Ave,40.74345335,-74.00004031,Manhattan,Manhattan
373,374,476,E 31 St & 3 Ave,40.74394314,-73.97966069,Manhattan,Manhattan
374,375,476,E 31 St & 3 Ave,40.74394314,-73.97966069,Manhattan,Manhattan
375,376,466,W 25 St & 6 Ave,40.74395411,-73.99144871,Manhattan,Manhattan
376,377,466,W 25 St & 6 Ave,40.74395411,-73.99144871,Manhattan,Manhattan
377,378,501,FDR Drive & E 35 St,40.744219,-73.97121214,Manhattan,New York County
378,379,546,E 30 St & Park Ave S,40.74444921,-73.98303529,Manhattan,Manhattan
379,380,546,E 30 St & Park Ave S,40.74444921,-73.98303529,Manhattan,Manhattan
380,381,3123,31 St & Thomson Ave,40.74469738,-73.93540375,Manhattan,Queens
381,382,453,W 22 St & 8 Ave,40.74475148,-73.99915362,Manhattan,Manhattan
382,383,446,W 24 St & 7 Ave,40.74487634,-73.99529885,Manhattan,Manhattan
383,384,474,5 Ave & E 29 St,40.7451677,-73.98683077,Manhattan,Manhattan
384,385,509,9 Ave & W 22 St,40.7454973,-74.00197139,Manhattan,Manhattan
385,386,509,9 Ave & W 22 St,40.7454973,-74.00197139,Manhattan,Manhattan
386,387,472,E 32 St & Park Ave,40.7457121,-73.98194829,Manhattan,Manhattan
387,388,472,E 32 St & Park Ave,40.7457121,-73.98194829,Manhattan,Manhattan
388,389,486,Broadway & W 29 St,40.7462009,-73.98855723,Manhattan,Manhattan
389,390,462,W 22 St & 10 Ave,40.74691959,-74.00451887,Manhattan,Manhattan
390,391,462,W 22 St & 10 Ave,40.74691959,-74.00451887,Manhattan,Manhattan
391,392,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,Manhattan,Queens
392,393,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,Manhattan,Queens
393,394,3124,46 Ave & 5 St,40.74731,-73.95451,Manhattan,Queens
394,395,3124,46 Ave & 5 St,40.74731,-73.95451,Manhattan,Queens
395,396,494,W 26 St & 8 Ave,40.74734825,-73.99723551,Manhattan,Manhattan
396,397,494,W 26 St & 8 Ave,40.74734825,-73.99723551,Manhattan,Manhattan
397,398,160,E 37 St & Lexington Ave,40.748238,-73.978311,Manhattan,Manhattan
398,399,498,Broadway & W 32 St,40.74854862,-73.98808416,Manhattan,Manhattan
399,400,167,E 39 St & 3 Ave,40.7489006,-73.97604882,Manhattan,Manhattan
400,401,167,E 39 St & 3 Ave,40.7489006,-73.97604882,Manhattan,Manhattan
401,402,379,W 31 St & 7 Ave,40.749156,-73.9916,Manhattan,Manhattan
402,403,379,W 31 St & 7 Ave,40.749156,-73.9916,Manhattan,Manhattan
403,404,379,W 31 St & 7 Ave,40.749156,-73.9916,Manhattan,Manhattan
404,405,3127,9 St & 44 Rd,40.74966,-73.9521,Manhattan,Queens
405,406,388,W 26 St & 10 Ave,40.74971775,-74.00295035,Manhattan,Manhattan
406,407,388,W 26 St & 10 Ave,40.74971775,-74.00295035,Manhattan,Manhattan
407,408,388,W 26 St & 10 Ave,40.74972,-74.00295,Manhattan,Manhattan
408,409,455,1 Ave & E 44 St,40.75001986,-73.96905301,Manhattan,Manhattan
409,410,512,W 29 St & 9 Ave,40.7500727,-73.99839279,Manhattan,Manhattan
410,411,512,W 29 St & 9 Ave,40.7500727,-73.99839279,Manhattan,Manhattan
411,412,492,W 33 St & 7 Ave,40.75019995,-73.99093085,Manhattan,Manhattan
412,413,521,8 Ave & W 31 St,40.75044999,-73.99481051,Manhattan,Manhattan
413,414,521,8 Ave & W 31 St,40.75044999,-73.99481051,Manhattan,Manhattan
414,415,521,8 Ave & W 31 St,40.75044999,-73.99481051,Manhattan,Manhattan
415,416,3128,21 St & 43 Ave,40.75052534,-73.94594845,Manhattan,Queens
416,417,489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan,Manhattan
417,418,489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan,Manhattan
418,419,489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan,Manhattan
419,420,489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan,Manhattan
420,421,489,10 Ave & W 28 St,40.75066386,-74.00176802,Manhattan,Manhattan
421,422,458,11 Ave & W 27 St,40.751396,-74.005226,Manhattan,Manhattan
422,423,458,11 Ave & W 27 St,40.751396,-74.005226,Manhattan,Manhattan
423,424,458,11 Ave & W 27 St,40.751396,-74.005226,Manhattan,Manhattan
424,425,517,Pershing Square S,40.75149263,-73.97798848,Manhattan,Manhattan
425,426,490,8 Ave & W 33 St,40.751551,-73.993934,Manhattan,Manhattan
426,427,490,8 Ave & W 33 St,40.751551,-73.993934,Manhattan,Manhattan
427,428,490,8 Ave & W 33 St,40.751551,-73.993934,Manhattan,Manhattan
428,429,490,8 Ave & W 33 St,40.751551,-73.993934,Manhattan,Manhattan
429,430,490,8 Ave & W 33 St,40.751551,-73.993934,Manhattan,Manhattan
430,431,517,Pershing Square South,40.751581,-73.97791,Manhattan,Manhattan
431,432,517,Pershing Square South,40.751581,-73.97791,Manhattan,Manhattan
432,433,362,Broadway & W 37 St,40.75172632,-73.98753523,Manhattan,Manhattan
433,434,519,Pershing Square North,40.751873,-73.977706,Manhattan,Manhattan
434,435,519,Pershing Square North,40.751873,-73.977706,Manhattan,Manhattan
435,436,519,Pershing Square N,40.75188406,-73.97770164,Manhattan,Manhattan
436,437,519,Pershing Square N,40.75188406,-73.97770164,Manhattan,Manhattan
437,438,516,E 47 St & 1 Ave,40.75206862,-73.96784384,Manhattan,Manhattan
438,439,533,Broadway & W 39 St,40.75299641,-73.98721619,Manhattan,Manhattan
439,440,533,Broadway & W 39 St,40.75299641,-73.98721619,Manhattan,Manhattan
440,441,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,Manhattan,Manhattan
441,442,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,Manhattan,Manhattan
442,443,164,E 47 St & 2 Ave,40.75323098,-73.97032517,Manhattan,Manhattan
443,444,164,E 47 St & 2 Ave,40.75323098,-73.97032517,Manhattan,Manhattan
444,445,164,E 47 St & 2 Ave,40.75323098,-73.97032517,Manhattan,Manhattan
445,446,454,E 51 St & 1 Ave,40.75455731,-73.96592976,Manhattan,Manhattan
446,447,523,W 38 St & 8 Ave,40.75466591,-73.99138152,Manhattan,Manhattan
447,448,523,W 38 St & 8 Ave,40.75466591,-73.99138152,Manhattan,Manhattan
448,449,359,E 47 St & Park Ave,40.75510267,-73.97498696,Manhattan,Manhattan
449,450,359,E 47 St & Park Ave,40.75510267,-73.97498696,Manhattan,Manhattan
450,451,465,Broadway & W 41 St,40.75513557,-73.98658032,Manhattan,NY
451,452,465,Broadway & W 41 St,40.75513557,-73.98658032,Manhattan,NY
452,453,477,W 41 St & 8 Ave,40.75640548,-73.9900262,Manhattan,Theater District
453,454,477,W 41 St & 8 Ave,40.75640548,-73.9900262,Manhattan,Theater District
454,455,477,W 41 St & 8 Ave,40.75640548,-73.9900262,Manhattan,Theater District
455,456,488,W 39 St & 9 Ave,40.75645824,-73.99372222,Manhattan,Manhattan
456,457,448,W 37 St & 10 Ave,40.75660359,-73.9979009,Manhattan,Manhattan
457,458,448,W 37 St & 10 Ave,40.75660359,-73.9979009,Manhattan,Manhattan
458,459,448,W 37 St & 10 Ave,40.75660359,-73.9979009,Manhattan,Manhattan
459,460,448,W 37 St & 10 Ave,40.75660359,-73.9979009,Manhattan,Manhattan
460,461,529,W 42 St & 8 Ave,40.7575699,-73.99098507,Manhattan,Manhattan
461,462,385,E 55 St & 2 Ave,40.75797322,-73.96603308,Manhattan,Manhattan
462,463,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,Manhattan,Manhattan
463,464,3236,PABT Valet,40.75898481,-73.99379969,Manhattan,Manhattan
464,465,464,E 56 St & 3 Ave,40.75934501,-73.96759673,Manhattan,Manhattan
465,466,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,Manhattan,Manhattan
466,467,520,W 52 St & 5 Ave,40.75992262,-73.97648516,Manhattan,Manhattan
467,468,515,W 43 St & 10 Ave,40.76009437,-73.99461843,Manhattan,Manhattan
468,469,479,9 Ave & W 45 St,40.76019252,-73.9912551,Manhattan,Manhattan
469,470,479,9 Ave & W 45 St,40.76019252,-73.9912551,Manhattan,Manhattan
470,471,290,2 Ave & E 58 St,40.76020258,-73.96478473,Manhattan,Manhattan
471,472,290,2 Ave & E 58 St,40.76020258,-73.96478473,Manhattan,Manhattan
472,473,290,2 Ave & E 58 St,40.76020258,-73.96478473,Manhattan,Manhattan
473,474,173,Broadway & W 49 St,40.76064679,-73.98442659,Manhattan,Manhattan
474,475,173,Broadway & W 49 St,40.76064679,-73.98442659,Manhattan,Manhattan
475,476,510,W 51 St & 6 Ave,40.7606597,-73.98042047,Manhattan,Manhattan
476,477,305,E 58 St & 3 Ave,40.76095756,-73.96724467,Manhattan,Manhattan
477,478,137,E 56 St & Madison Ave,40.761628,-73.972924,Manhattan,Manhattan
478,479,137,E 56 St & Madison Ave,40.761628,-73.972924,Manhattan,Manhattan
479,480,450,W 49 St & 8 Ave,40.76227205,-73.98788205,Manhattan,New York
480,481,450,W 49 St & 8 Ave,40.76227205,-73.98788205,Manhattan,New York
481,482,500,Broadway & W 51 St,40.76228826,-73.98336183,Manhattan,Manhattan
482,483,500,Broadway & W 51 St,40.76228826,-73.98336183,Manhattan,Manhattan
483,484,495,W 47 St & 10 Ave,40.76269882,-73.99301222,Manhattan,Manhattan
484,485,495,W 47 St & 10 Ave,40.76269882,-73.99301222,Manhattan,Manhattan
485,486,495,W 47 St & 10 Ave,40.76269882,-73.99301222,Manhattan,Manhattan
486,487,508,W 46 St & 11 Ave,40.76341379,-73.99667444,Manhattan,Manhattan
487,488,508,W 46 St & 11 Ave,40.76341379,-73.99667444,Manhattan,Manhattan
488,489,508,W 46 St & 11 Ave,40.76341379,-73.99667444,Manhattan,Manhattan
489,490,469,Broadway & W 53 St,40.76344058,-73.98268129,Manhattan,Manhattan
490,491,469,Broadway & W 53 St,40.76344058,-73.98268129,Manhattan,Manhattan
491,492,447,8 Ave & W 52 St,40.76370739,-73.9851615,Manhattan,Manhattan
492,493,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,Manhattan,Manhattan
493,494,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,Manhattan,Manhattan
494,495,449,W 52 St & 9 Ave,40.76461837,-73.98789473,Manhattan,Manhattan
495,496,449,W 52 St & 9 Ave,40.76461837,-73.98789473,Manhattan,Manhattan
496,497,449,W 52 St & 9 Ave,40.76461837,-73.98789473,Manhattan,Manhattan
497,498,468,Broadway & W 55 St,40.7652654,-73.98192338,Manhattan,Manhattan
498,499,468,Broadway & W 55 St,40.7652654,-73.98192338,Manhattan,Manhattan
499,500,423,W 54 St & 9 Ave,40.76584941,-73.98690506,Manhattan,Manhattan
500,501,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,Manhattan,New York
501,502,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,Manhattan,New York
502,503,480,W 53 St & 10 Ave,40.76669671,-73.99061728,Manhattan,Manhattan
503,504,457,Broadway & W 58 St,40.76695317,-73.98169333,Manhattan,Manhattan
504,505,457,Broadway & W 58 St,40.76695317,-73.98169333,Manhattan,Manhattan
505,506,457,Broadway & W 58 St,40.76695317,-73.98169333,Manhattan,Manhattan
506,507,457,Broadway & W 58 St,40.76695317,-73.98169333,Manhattan,Manhattan
507,508,72,W 52 St & 11 Ave,40.76727216,-73.99392888,Manhattan,Manhattan
508,509,72,W 52 St & 11 Ave,40.76727216,-73.99392888,Manhattan,Manhattan
509,510,72,W 52 St & 11 Ave,40.76727216,-73.99392888,Manhattan,Manhattan
510,511,72,W 52 St & 11 Ave,40.76727216,-73.99392888,Manhattan,Manhattan
511,512,3133,E 67 St & Lexington Ave,40.76734259,-73.96485865,Manhattan,Manhattan
512,513,3133,E 67 St & Lexington Ave,40.76734259,-73.96485865,Manhattan,Manhattan
513,514,513,W 56 St & 10 Ave,40.768254,-73.988639,Manhattan,Manhattan
514,515,513,W 56 St & 10 Ave,40.768254,-73.988639,Manhattan,Manhattan
515,516,499,Broadway & W 60 St,40.76915505,-73.98191841,Manhattan,Manhattan
516,517,499,Broadway & W 60 St,40.76915505,-73.98191841,Manhattan,Manhattan
517,518,499,Broadway & W 60 St,40.76915505,-73.98191841,Manhattan,Manhattan
518,519,499,Broadway & W 60 St,40.76915505,-73.98191841,Manhattan,Manhattan
519,520,422,W 59 St & 10 Ave,40.770513,-73.988038,Manhattan,Manhattan
520,521,3139,E 72 St & Park Ave,40.77122923,-73.96432627,Manhattan,Manhattan
521,522,3163,Central Park West & W 68 St,40.7734066,-73.97782542,Manhattan,Manhattan
522,523,3150,E 85 St & York Ave,40.77536905,-73.94803392,Manhattan,Manhattan
523,524,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,Manhattan,Manhattan
524,525,3165,Central Park West & W 72 St,40.77575319,-73.97603963,Manhattan,New York
525,526,3165,Central Park West & W 72 St,40.77575319,-73.97603963,Manhattan,New York
526,527,3165,Central Park West & W 72 St,40.77579377,-73.97620574,Manhattan,Manhattan
527,528,3165,Central Park West & W 72 St,40.77579377,-73.97620574,Manhattan,Manhattan
528,529,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,Manhattan,Manhattan
529,530,3145,E 84 St & Park Ave,40.77862688,-73.95772073,Manhattan,Manhattan
530,531,3166,Riverside Dr & W 72 St ,40.78057799,-73.98562431,Manhattan,Manhattan
531,532,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,Manhattan,Manhattan
