,station.id,station.name,latitude,longitude,year,index,boro
266,498,Broadway & W 32 St,40.74854862,-73.98808416,2013,267,Manhattan
267,499,Broadway & W 60 St,40.76915505,-73.98191841,2013,268,Manhattan
268,500,Broadway & W 51 St,40.76228826,-73.98336183,2013,269,Manhattan
269,501,FDR Drive & E 35 St,40.744219,-73.97121214,2013,270,New York County
270,502,Henry St & Grand St,40.714215,-73.981346,2013,271,Manhattan
271,503,E 20 St & Park Ave,40.73827428,-73.98751968,2013,272,Manhattan
272,504,1 Ave & E 15 St,40.73221853,-73.98165557,2013,273,Manhattan
273,505,6 Ave & W 33 St,40.74901271,-73.98848395,2013,274,Manhattan
274,507,E 25 St & 2 Ave,40.73912601,-73.97973776,2013,275,Manhattan
275,508,W 46 St & 11 Ave,40.76341379,-73.99667444,2013,276,Manhattan
276,509,9 Ave & W 22 St,40.7454973,-74.00197139,2013,277,Manhattan
277,510,W 51 St & 6 Ave,40.7606597,-73.98042047,2013,278,Manhattan
278,511,E 14 St & Avenue B,40.72938685,-73.97772429,2013,279,Manhattan
279,512,W 29 St & 9 Ave,40.7500727,-73.99839279,2013,280,Manhattan
280,513,W 56 St & 10 Ave,40.768254,-73.988639,2013,281,Manhattan
281,514,12 Ave & W 40 St,40.76087502,-74.00277668,2013,282,New York
282,515,W 43 St & 10 Ave,40.76009437,-73.99461843,2013,283,Manhattan
283,516,E 47 St & 1 Ave,40.75206862,-73.96784384,2013,284,Manhattan
284,517,Pershing Square South,40.751581,-73.97791,2013,285,Manhattan
285,518,E 39 St & 2 Ave,40.74780373,-73.9734419,2013,286,Manhattan
286,519,Pershing Square North,40.751873,-73.977706,2013,287,Manhattan
287,520,W 52 St & 5 Ave,40.75992262,-73.97648516,2013,288,Manhattan
288,521,8 Ave & W 31 St,40.7509673487,-73.9944420755,2013,289,Manhattan
289,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,2013,290,Midtown East
290,523,W 38 St & 8 Ave,40.75466591,-73.99138152,2013,291,Manhattan
291,524,W 43 St & 6 Ave,40.75527307,-73.98316936,2013,292,Manhattan
292,525,W 34 St & 11 Ave,40.75594159,-74.0021163,2013,293,Manhattan
293,526,E 33 St & 5 Ave,40.74765947,-73.98490707,2013,294,Manhattan
294,527,E 33 St & 2 Ave,40.744023,-73.976056,2013,295,Manhattan
295,528,2 Ave & E 31 St,40.74290902,-73.97706058,2013,296,Manhattan
296,529,W 42 St & 8 Ave,40.7575699,-73.99098507,2013,297,Manhattan
297,530,11 Ave & W 59 St,40.771522,-73.990541,2013,298,Manhattan
298,531,Forsyth St & Broome St,40.71893904,-73.99266288,2013,299,New York
299,532,S 5 Pl & S 4 St,40.710451,-73.960876,2013,300,Kings County
300,533,Broadway & W 39 St,40.75299641,-73.98721619,2013,301,Manhattan
301,534,Water - Whitehall Plaza,40.70255065,-74.0127234,2013,302,Manhattan
302,536,1 Ave & E 30 St,40.74144387,-73.97536082,2013,303,Manhattan
303,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,2013,304,Manhattan
304,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2013,305,Brooklyn
305,540,Lexington Ave & E 29 St,40.7431155538,-73.9821535349,2013,306,Manhattan
306,545,E 23 St & 1 Ave,40.736502,-73.97809472,2013,307,Manhattan
307,546,E 30 St & Park Ave S,40.74444921,-73.98303529,2013,308,Manhattan
308,2000,Front St & Washington St,40.70255088,-73.98940236,2013,309,Brooklyn
309,2001,Sands St & Navy St,40.699773,-73.979927,2013,310,NY
310,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2013,311,Brooklyn
