,station.id,station.name,latitude,longitude,year,index,boro
141,359,E 47 St & Park Ave,40.75510267,-73.97498696,2013,142,Manhattan
142,360,William St & Pine St,40.70717936,-74.00887308,2013,143,Manhattan
143,361,Allen St & Hester St,40.71605866,-73.99190759,2013,144,Manhattan
144,362,Broadway & W 37 St,40.75172632,-73.98753523,2013,145,Manhattan
145,363,West Thames St,40.70834698,-74.01713445,2013,146,Manhattan
146,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,2013,147,Brooklyn
147,365,Fulton St & Grand Ave,40.68223166,-73.9614583,2013,148,Brooklyn
148,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,2013,149,Brooklyn
149,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,2013,150,Manhattan
150,368,Carmine St & 6 Ave,40.73038599,-74.00214988,2013,151,Manhattan
151,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,2013,152,Manhattan
152,372,Franklin Ave & Myrtle Ave,40.694528,-73.958089,2013,153,Brooklyn
153,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,2013,154,Brooklyn
154,375,Mercer St & Bleecker St,40.72679454,-73.99695094,2013,155,Manhattan
155,376,John St & William St,40.70862144,-74.00722156,2013,156,Manhattan
156,377,6 Ave & Canal St,40.72243797,-74.00566443,2013,157,New York
157,379,W 31 St & 7 Ave,40.749156,-73.9916,2013,158,Manhattan
158,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,2013,159,Manhattan
159,382,University Pl & E 14 St,40.73492695,-73.99200509,2013,160,Manhattan
160,383,Greenwich Ave & Charles St,40.735238,-74.000271,2013,161,Manhattan
161,384,Fulton St & Washington Ave,40.683048,-73.964915,2013,162,Brooklyn
162,385,E 55 St & 2 Ave,40.75797322,-73.96603308,2013,163,Manhattan
163,386,Centre St & Worth St,40.71494807,-74.00234482,2013,164,Manhattan
164,387,Centre St & Chambers St,40.71273266,-74.0046073,2013,165,Manhattan
165,388,W 26 St & 10 Ave,40.749717753,-74.002950346,2013,166,Manhattan
166,389,Broadway & Berry St,40.71044554,-73.96525063,2013,167,Brooklyn
167,390,Duffield St & Willoughby St,40.69221589,-73.9842844,2013,168,Brooklyn
168,391,Clark St & Henry St,40.69760127,-73.99344559,2013,169,Brooklyn
169,392,Jay St & Tech Pl,40.695065,-73.987167,2013,170,Brooklyn
170,393,E 5 St & Avenue C,40.72299208,-73.97995466,2013,171,Manhattan
171,394,E 9 St & Avenue C,40.72521311,-73.97768752,2013,172,Manhattan
172,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,2013,173,Brooklyn
173,396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,2013,174,Brooklyn
174,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,2013,175,Brooklyn
175,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,2013,176,Kings County
176,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,2013,177,Brooklyn
177,400,Pitt St & Stanton St,40.71926081,-73.98178024,2013,178,Manhattan
178,401,Allen St & Rivington St,40.72019576,-73.98997825,2013,179,Manhattan
179,402,Broadway & E 22 St,40.7403432,-73.98955109,2013,180,Manhattan
180,403,E 2 St & 2 Ave,40.72502876,-73.99069656,2013,181,Manhattan
181,405,Washington St & Gansevoort St,40.739323,-74.008119,2013,182,Manhattan
182,406,Hicks St & Montague St,40.69512845,-73.99595065,2013,183,Brooklyn
183,407,Henry St & Poplar St,40.700469,-73.991454,2013,184,Brooklyn
184,408,Market St & Cherry St,40.71076228,-73.99400398,2013,185,Manhattan
185,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,2013,186,Brooklyn
186,410,Suffolk St & Stanton St,40.72066442,-73.98517977,2013,187,Manhattan
187,411,E 6 St & Avenue D,40.72228087,-73.97668709,2013,188,Manhattan
188,412,Forsyth St & Canal St,40.7158155,-73.99422366,2013,189,Manhattan
189,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,2013,190,Brooklyn
190,415,Pearl St & Hanover Square,40.7047177,-74.00926027,2013,191,Manhattan
191,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,2013,192,Brooklyn
192,417,Barclay St & Church St,40.71291224,-74.01020234,2013,193,Manhattan
193,418,Front St & Gold St,40.70224,-73.982578,2013,194,Kings County
194,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,2013,195,Brooklyn
195,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,2013,196,Brooklyn
196,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,2013,197,Brooklyn
197,422,W 59 St & 10 Ave,40.770513,-73.988038,2013,198,Manhattan
198,423,W 54 St & 9 Ave,40.76584941,-73.98690506,2013,199,Manhattan
199,426,West St & Chambers St,40.71754834,-74.01322069,2013,200,New York
200,427,Bus Slip & State St,40.701907,-74.013942,2013,201,New York
201,428,E 3 St & 1 Ave,40.72467721,-73.98783413,2013,202,Manhattan
202,430,York St & Jay St,40.7014851,-73.98656928,2013,203,Kings County
203,432,E 7 St & Avenue A,40.72621788,-73.98379855,2013,204,Manhattan
204,433,E 13 St & Avenue A,40.72955361,-73.98057249,2013,205,Manhattan
205,434,9 Ave & W 18 St,40.74317449,-74.00366443,2013,206,Manhattan
206,435,W 21 St & 6 Ave,40.74173969,-73.99415556,2013,207,Manhattan
207,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,2013,208,Brooklyn
208,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,2013,209,Brooklyn
209,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,2013,210,Manhattan
210,439,E 4 St & 2 Ave,40.7262807,-73.98978041,2013,211,Manhattan
211,440,E 45 St & 3 Ave,40.75255434,-73.97282625,2013,212,Manhattan
212,441,E 52 St & 2 Ave,40.756014,-73.967416,2013,213,Manhattan
213,442,W 27 St & 7 Ave,40.746647,-73.993915,2013,214,Manhattan
214,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,2013,215,Brooklyn
215,444,Broadway & W 24 St,40.7423543,-73.98915076,2013,216,Manhattan
216,445,E 10 St & Avenue A,40.72740794,-73.98142006,2013,217,Manhattan
217,446,W 24 St & 7 Ave,40.74487634,-73.99529885,2013,218,Manhattan
218,447,8 Ave & W 52 St,40.76370739,-73.9851615,2013,219,Manhattan
219,448,W 37 St & 10 Ave,40.75660359,-73.9979009,2013,220,Manhattan
220,449,W 52 St & 9 Ave,40.76461837,-73.98789473,2013,221,Manhattan
221,450,W 49 St & 8 Ave,40.76227205,-73.98788205,2013,222,New York
222,453,W 22 St & 8 Ave,40.74475148,-73.99915362,2013,223,Manhattan
223,454,E 51 St & 1 Ave,40.75455731,-73.96592976,2013,224,Manhattan
224,455,1 Ave & E 44 St,40.75001986,-73.96905301,2013,225,Manhattan
225,456,E 53 St & Madison Ave,40.7597108,-73.97402311,2013,226,Manhattan
226,457,Broadway & W 58 St,40.76695317,-73.98169333,2013,227,Manhattan
227,458,11 Ave & W 27 St,40.751396,-74.005226,2013,228,Manhattan
228,459,W 20 St & 11 Ave,40.746745,-74.007756,2013,229,Manhattan
229,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,2013,230,Brooklyn
230,461,E 20 St & 2 Ave,40.73587678,-73.98205027,2013,231,Manhattan
231,462,W 22 St & 10 Ave,40.74691959,-74.00451887,2013,232,Manhattan
232,463,9 Ave & W 16 St,40.74206539,-74.00443172,2013,233,Manhattan
233,465,Broadway & W 41 St,40.75513557,-73.98658032,2013,234,NY
234,466,W 25 St & 6 Ave,40.74395411,-73.99144871,2013,235,Manhattan
235,467,Dean St & 4 Ave,40.68312489,-73.97895137,2013,236,Kings County
236,468,Broadway & W 55 St,40.7652654,-73.98192338,2013,237,Manhattan
237,469,Broadway & W 53 St,40.76344058,-73.98268129,2013,238,Manhattan
238,470,W 20 St & 8 Ave,40.74345335,-74.00004031,2013,239,Manhattan
239,471,Grand St & Havemeyer St,40.71286844,-73.95698119,2013,240,Brooklyn
240,472,E 32 St & Park Ave,40.7457121,-73.98194829,2013,241,Manhattan
241,473,Rivington St & Chrystie St,40.72110063,-73.9919254,2013,242,New York
242,474,5 Ave & E 29 St,40.7451677,-73.98683077,2013,243,Manhattan
243,475,E 16 St & Irving Pl,40.73524276,-73.98758561,2013,244,Manhattan
244,476,E 31 St & 3 Ave,40.74394314,-73.97966069,2013,245,Manhattan
245,477,W 41 St & 8 Ave,40.75640548,-73.9900262,2013,246,Theater District
246,478,11 Ave & W 41 St,40.76030096,-73.99884222,2013,247,Manhattan
247,479,9 Ave & W 45 St,40.76019252,-73.9912551,2013,248,Manhattan
248,480,W 53 St & 10 Ave,40.76669671,-73.99061728,2013,249,Manhattan
249,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,2013,250,Brooklyn
250,482,W 15 St & 7 Ave,40.73935542,-73.99931783,2013,251,Manhattan
251,483,E 12 St & 3 Ave,40.73223272,-73.98889957,2013,252,Manhattan
252,484,W 44 St & 5 Ave,40.75500254,-73.98014437,2013,253,Manhattan
253,485,W 37 St & 5 Ave,40.75038009,-73.98338988,2013,254,Manhattan
254,486,Broadway & W 29 St,40.7462009,-73.98855723,2013,255,Manhattan
255,487,E 20 St & FDR Drive,40.73314259,-73.97573881,2013,256,Manhattan
256,488,W 39 St & 9 Ave,40.75645824,-73.99372222,2013,257,Manhattan
257,489,10 Ave & W 28 St,40.75066386,-74.00176802,2013,258,Manhattan
258,490,8 Ave & W 33 St,40.751551,-73.993934,2013,259,Manhattan
259,491,E 24 St & Park Ave S,40.74096374,-73.98602213,2013,260,Manhattan
260,492,W 33 St & 7 Ave,40.75019995,-73.99093085,2013,261,Manhattan
261,493,W 45 St & 6 Ave,40.7568001,-73.98291153,2013,262,Manhattan
262,494,W 26 St & 8 Ave,40.74734825,-73.99723551,2013,263,Manhattan
263,495,W 47 St & 10 Ave,40.76269882,-73.99301222,2013,264,Manhattan
264,496,E 16 St & 5 Ave,40.73726186,-73.99238967,2013,265,Manhattan
265,497,E 17 St & Broadway,40.73704984,-73.99009296,2013,266,Manhattan
