ALCO,2016-06-03T13:45:00Z,30.015
ALCO,2016-06-03T14:05:00Z,30.22
ALCO,2016-06-03T14:10:00Z,30.459
ALCO,2016-06-03T14:15:00Z,30.325
ALCO,2016-06-03T14:40:00Z,30.42
ALCO,2016-06-03T15:10:00Z,30.349
ALCO,2016-06-03T15:15:00Z,30.29
ALCO,2016-06-03T15:25:00Z,30.2
ALCO,2016-06-03T15:30:00Z,30.355
ALCO,2016-06-03T15:35:00Z,30.31
ALCO,2016-06-03T15:40:00Z,30.26
ALCO,2016-06-03T15:50:00Z,30.39
ALCO,2016-06-03T15:55:00Z,30.2
ALCO,2016-06-03T16:05:00Z,30.12
ALCO,2016-06-03T16:10:00Z,30.1
ALCO,2016-06-03T16:15:00Z,30.1
ALCO,2016-06-03T16:45:00Z,29.94
ALCO,2016-06-03T16:55:00Z,29.67
ALCO,2016-06-03T17:15:00Z,29.33
ALCO,2016-06-03T17:20:00Z,29.2
ALCO,2016-06-03T17:25:00Z,29.01
ALCO,2016-06-03T17:30:00Z,29.38
ALCO,2016-06-03T17:40:00Z,29.14
ALCO,2016-06-03T17:55:00Z,28.87
ALCO,2016-06-03T18:10:00Z,28.89
ALCO,2016-06-03T18:20:00Z,28.91
ALCO,2016-06-03T18:25:00Z,29
ALCO,2016-06-03T18:30:00Z,29.09
ALCO,2016-06-03T18:35:00Z,28.97
ALCO,2016-06-03T18:50:00Z,28.55
ALCO,2016-06-03T18:55:00Z,28.95
ALCO,2016-06-03T19:15:00Z,28.54
ALCO,2016-06-03T19:20:00Z,28.85
ALCO,2016-06-03T19:25:00Z,28.915
ALCO,2016-06-03T19:30:00Z,28.9299
ALCO,2016-06-03T19:35:00Z,28.735
ALCO,2016-06-03T19:45:00Z,28.96
ALCO,2016-06-03T19:50:00Z,28.78
ALCO,2016-06-03T19:55:00Z,28.75
ALCO,2016-06-03T20:25:00Z,28.75
